https://videolectures.unimi.it/vod/mp4:MeccAn-10-28.mp4/manifest.m3u8 MeA 20201028 Lez11
https://videolectures.unimi.it/vod/mp4:MeccAn-10-29.mp4/manifest.m3u8 MeA 20201029 Lez12
https://videolectures.unimi.it/vod/mp4:MeccAn-11-04.mp4/manifest.m3u8 MeA 20201104 Lez13
